,Protocol Type,Service,Flag,Logged In,Count,Serror Rate,Srv Serror Rate,Rerror Rate,Srv Rerror Rate,Same Srv Rate,Dst Host Count,Dst Host Srv Count,Dst Host Same Srv Rate,Dst Host Serror Rate,Dst Host Srv Serror Rate,Dst Host Rerror Rate,Dst Host Srv Rerror Rate,Difficulty Level,Class
36082,1,24,1,0,8,0.0,0.0,0.5,0.5,1.0,21,101,1.0,0.0,0.0,0.81,0.96,20,4
36083,1,24,9,1,17,0.0,0.0,0.0,0.0,1.0,51,255,1.0,0.0,0.0,0.0,0.0,21,4
36084,1,24,9,1,16,0.0,0.0,0.0,0.0,1.0,120,255,1.0,0.0,0.0,0.0,0.0,21,4
36085,1,24,9,1,14,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36086,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,84,202,0.95,0.0,0.0,0.0,0.0,21,4
36087,1,24,9,1,2,0.0,0.0,0.0,0.0,1.0,180,255,1.0,0.0,0.0,0.0,0.0,21,4
36088,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,52,255,1.0,0.0,0.0,0.0,0.0,21,4
36089,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,211,174,0.82,0.0,0.0,0.0,0.0,21,4
36090,2,12,9,0,130,0.0,0.0,0.0,0.0,1.0,250,185,0.74,0.0,0.0,0.0,0.0,18,4
36091,2,12,9,0,79,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,19,4
36092,2,12,9,0,277,0.0,0.0,0.0,0.0,1.0,255,252,0.99,0.0,0.0,0.0,0.0,18,4
36093,1,54,9,1,2,0.0,0.0,0.0,0.0,0.5,56,230,0.96,0.0,0.0,0.0,0.0,21,4
36094,2,12,9,0,230,0.0,0.0,0.0,0.0,1.0,232,193,0.83,0.0,0.0,0.0,0.0,18,4
36095,2,44,9,0,1,0.0,0.0,0.0,0.0,1.0,255,2,0.01,0.0,0.0,0.0,0.0,21,4
36096,1,24,9,1,9,0.0,0.0,0.0,0.0,1.0,9,255,1.0,0.0,0.0,0.0,0.0,21,4
36097,1,24,9,1,14,0.0,0.0,0.0,0.0,1.0,35,255,1.0,0.0,0.0,0.0,0.0,21,4
36098,1,44,9,1,11,0.09,0.0,0.0,0.0,0.09,83,1,0.01,0.02,0.0,0.0,0.0,20,4
36099,1,20,9,1,2,0.0,0.0,0.0,0.0,1.0,144,27,0.19,0.0,0.0,0.0,0.0,21,4
36100,1,24,9,1,6,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36101,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,54,215,1.0,0.0,0.0,0.0,0.0,20,4
36102,1,24,9,1,6,0.0,0.0,0.0,0.0,1.0,6,255,1.0,0.0,0.0,0.0,0.0,21,4
36103,1,60,2,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.0,0.0,0.0,1.0,7,4
36104,1,24,9,1,2,0.0,0.0,0.0,0.0,1.0,4,255,1.0,0.0,0.0,0.0,0.0,21,4
36105,1,24,9,1,43,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.02,0.02,20,4
36106,1,24,9,1,14,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36107,1,24,1,0,8,0.0,0.0,0.62,0.62,1.0,29,115,1.0,0.0,0.01,0.9,0.85,20,4
36108,1,20,9,0,4,0.0,0.0,0.0,0.0,1.0,57,10,0.18,0.0,0.0,0.0,0.0,21,4
36109,1,24,9,1,16,0.0,0.0,0.0,0.0,1.0,16,16,1.0,0.0,0.0,0.0,0.0,21,4
36110,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,27,255,1.0,0.0,0.0,0.0,0.0,21,4
36111,1,24,9,1,3,0.0,0.0,0.0,0.0,1.0,8,255,1.0,0.0,0.0,0.0,0.0,21,4
36112,2,12,9,0,80,0.0,0.0,0.0,0.0,1.0,255,254,1.0,0.0,0.0,0.0,0.0,18,4
36113,1,24,9,1,5,0.0,0.0,0.0,0.0,1.0,5,255,1.0,0.0,0.0,0.0,0.0,21,4
36114,1,24,9,1,4,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36115,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,54,255,1.0,0.0,0.0,0.0,0.0,21,4
36116,1,24,9,1,13,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36117,2,12,9,0,85,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,20,4
36118,1,24,9,1,4,0.0,0.0,0.0,0.0,1.0,55,255,1.0,0.0,0.0,0.0,0.0,21,4
36119,1,24,9,1,22,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36120,1,24,9,1,5,0.0,0.0,0.0,0.0,1.0,18,255,1.0,0.0,0.0,0.0,0.0,21,4
36121,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36122,0,14,9,0,2,0.0,0.0,0.0,0.0,1.0,182,2,0.01,0.0,0.0,0.0,0.0,20,4
36123,1,24,9,1,5,0.0,0.0,0.0,0.0,1.0,15,255,1.0,0.0,0.0,0.0,0.0,21,4
36124,1,24,9,1,28,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36125,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,142,122,0.86,0.0,0.0,0.0,0.0,21,4
36126,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,14,181,0.64,0.0,0.01,0.07,0.0,21,4
36127,1,24,6,1,1,1.0,1.0,0.0,0.0,1.0,1,230,1.0,1.0,0.0,0.0,0.0,18,4
36128,1,24,9,1,14,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36129,1,24,9,1,4,0.0,0.0,0.0,0.0,1.0,103,123,1.0,0.02,0.02,0.0,0.0,21,4
36130,2,44,9,0,1,0.0,0.0,0.0,0.0,1.0,255,2,0.01,0.0,0.0,0.0,0.0,21,4
36131,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,31,123,1.0,0.0,0.01,0.0,0.0,21,4
36132,1,24,9,1,10,0.0,0.0,0.0,0.0,1.0,38,255,1.0,0.0,0.0,0.0,0.0,21,4
36133,1,20,9,1,16,0.0,0.0,0.0,0.0,1.0,255,155,0.61,0.0,0.01,0.0,0.0,20,4
36134,1,24,9,1,15,0.0,0.0,0.0,0.0,1.0,92,255,1.0,0.0,0.0,0.0,0.0,21,4
36135,1,24,1,0,1,0.0,0.0,1.0,1.0,1.0,35,255,1.0,0.0,0.0,1.0,1.0,21,4
36136,1,24,9,1,14,0.0,0.0,0.0,0.0,1.0,253,255,1.0,0.0,0.0,0.0,0.0,21,4
36137,1,24,9,1,2,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36138,2,12,9,0,38,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36139,1,24,9,1,3,0.0,0.0,0.0,0.0,1.0,3,255,1.0,0.0,0.0,0.0,0.0,21,4
36140,1,24,9,1,39,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36141,1,24,9,1,15,0.0,0.0,0.0,0.0,1.0,57,255,1.0,0.0,0.0,0.0,0.0,21,4
36142,2,12,9,0,79,0.0,0.0,0.0,0.0,0.99,255,216,0.85,0.0,0.0,0.0,0.0,19,4
36143,1,24,9,1,14,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.01,0.01,0.0,0.0,21,4
36144,1,24,9,1,6,0.0,0.0,0.0,0.0,1.0,255,243,0.95,0.0,0.0,0.0,0.0,21,4
36145,2,12,9,0,1,0.0,0.0,0.0,0.0,1.0,64,57,0.89,0.0,0.0,0.0,0.0,21,4
36146,1,24,9,1,5,0.0,0.0,0.0,0.0,1.0,78,255,1.0,0.0,0.0,0.0,0.0,21,4
36147,1,24,9,1,8,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36148,1,24,9,1,7,0.0,0.0,0.0,0.0,1.0,76,255,1.0,0.0,0.0,0.0,0.0,21,4
36149,2,12,9,0,154,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,18,4
36150,1,20,9,1,2,0.0,0.0,0.0,0.0,1.0,190,66,0.35,0.01,0.0,0.0,0.0,21,4
36151,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,255,149,0.58,0.0,0.01,0.0,0.0,21,4
36152,1,24,9,1,9,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,19,4
36153,1,24,9,1,2,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36154,1,24,9,1,4,0.0,0.0,0.0,0.0,1.0,14,255,1.0,0.0,0.0,0.0,0.0,21,4
36155,1,20,8,1,14,0.07,0.07,0.0,0.0,1.0,178,97,0.49,0.01,0.01,0.01,0.0,18,4
36156,1,24,9,1,45,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36157,1,20,9,1,2,0.0,0.0,0.0,0.0,1.0,13,61,0.85,0.0,0.0,0.0,0.0,20,4
36158,1,24,9,1,16,0.0,0.0,0.0,0.0,1.0,16,255,1.0,0.0,0.0,0.0,0.0,21,4
36159,1,24,9,1,11,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36160,1,24,9,1,2,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36161,1,24,8,1,11,0.09,0.05,0.0,0.0,1.0,11,255,1.0,0.09,0.0,0.0,0.0,18,4
36162,1,24,9,1,11,0.0,0.0,0.0,0.0,1.0,11,255,1.0,0.0,0.0,0.0,0.0,21,4
36163,2,12,9,0,153,0.0,0.0,0.0,0.0,0.99,255,254,1.0,0.0,0.0,0.0,0.0,18,4
36164,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,80,80,1.0,0.0,0.0,0.0,0.0,21,4
36165,2,44,9,0,1,0.0,0.0,0.0,0.0,1.0,255,1,0.0,0.0,0.0,0.0,0.0,21,4
36166,2,12,9,0,282,0.0,0.0,0.0,0.0,1.0,255,209,0.82,0.0,0.0,0.0,0.0,18,4
36167,2,12,9,0,66,0.0,0.0,0.0,0.0,1.0,255,211,0.83,0.0,0.0,0.0,0.0,20,4
36168,1,24,9,1,9,0.0,0.0,0.0,0.0,1.0,9,255,1.0,0.0,0.0,0.0,0.0,21,4
36169,1,24,9,1,2,0.5,0.5,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,18,4
36170,2,49,9,0,8,0.0,0.0,0.0,0.0,0.12,255,242,0.95,0.0,0.0,0.0,0.0,18,4
36171,2,12,9,0,1,0.0,0.0,0.0,0.0,1.0,90,89,0.99,0.0,0.0,0.0,0.0,21,4
36172,1,19,9,1,2,0.0,0.0,0.0,0.0,1.0,32,16,0.5,0.0,0.0,0.0,0.0,20,4
36173,1,24,9,1,12,0.0,0.0,0.0,0.0,1.0,66,255,1.0,0.0,0.0,0.82,0.37,21,4
36174,1,20,9,1,2,0.0,0.0,0.0,0.0,1.0,208,69,0.24,0.0,0.0,0.0,0.0,21,4
36175,1,24,9,1,10,0.0,0.0,0.0,0.0,1.0,224,255,1.0,0.0,0.0,0.0,0.0,21,4
36176,1,24,7,1,1,1.0,1.0,0.0,0.0,1.0,18,255,1.0,0.06,0.0,0.0,0.0,18,4
36177,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36178,1,24,9,1,4,0.0,0.0,0.0,0.0,1.0,255,240,0.94,0.0,0.0,0.0,0.0,21,4
36179,1,24,1,0,1,0.0,0.0,1.0,1.0,1.0,32,249,1.0,0.0,0.0,1.0,0.13,21,4
36180,1,24,9,1,21,0.0,0.0,0.0,0.0,1.0,62,255,1.0,0.0,0.0,0.0,0.0,21,4
36181,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,67,131,1.0,0.0,0.0,0.0,0.0,19,4
36182,2,49,9,0,1,0.0,0.0,0.0,0.0,1.0,142,132,0.93,0.0,0.0,0.0,0.0,21,4
36183,1,20,9,1,1,0.0,0.0,0.0,0.0,1.0,255,19,0.07,0.6,0.0,0.03,0.0,15,4
36184,1,24,9,1,27,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36185,1,60,9,1,1,0.0,0.0,0.0,0.0,1.0,237,63,0.27,0.0,0.0,0.0,0.0,20,4
36186,1,24,9,1,22,0.0,0.0,0.0,0.0,1.0,28,255,1.0,0.0,0.0,0.21,0.64,21,4
36187,1,24,1,0,1,0.0,0.0,1.0,1.0,1.0,2,237,1.0,0.0,0.0,1.0,0.75,21,4
36188,1,24,9,1,6,0.0,0.0,0.0,0.0,1.0,66,255,1.0,0.0,0.0,0.0,0.0,21,4
36189,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,255,44,0.17,0.69,0.0,0.02,0.02,18,4
36190,1,24,9,1,10,0.0,0.0,0.0,0.0,1.0,32,255,1.0,0.0,0.0,0.0,0.0,21,4
36191,2,12,9,0,126,0.0,0.0,0.0,0.0,1.0,255,254,1.0,0.0,0.0,0.0,0.0,18,4
36192,1,24,9,1,3,0.0,0.0,0.0,0.0,1.0,93,255,1.0,0.0,0.0,0.0,0.0,21,4
36193,2,12,9,0,68,0.0,0.0,0.0,0.0,1.0,255,254,1.0,0.0,0.0,0.0,0.0,20,4
36194,1,24,9,1,26,0.0,0.0,0.0,0.0,1.0,77,255,1.0,0.0,0.0,0.0,0.0,21,4
36195,1,24,9,1,7,0.0,0.0,0.0,0.0,1.0,79,255,1.0,0.01,0.0,0.0,0.0,21,4
36196,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,142,154,0.61,0.0,0.0,0.02,0.03,21,4
36197,1,24,9,1,16,0.0,0.0,0.0,0.0,1.0,116,255,1.0,0.0,0.0,0.0,0.0,21,4
36198,1,20,9,1,1,0.0,0.0,0.0,0.0,1.0,58,78,0.84,0.0,0.0,0.0,0.0,20,4
36199,1,24,9,1,18,0.0,0.0,0.0,0.0,1.0,217,255,1.0,0.0,0.0,0.0,0.0,21,4
36200,1,24,9,1,11,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36201,1,24,9,1,6,0.0,0.0,0.0,0.0,1.0,6,255,1.0,0.0,0.0,0.0,0.0,21,4
36202,2,12,9,0,4,0.0,0.0,0.0,0.0,0.5,126,121,0.96,0.0,0.0,0.0,0.0,20,4
36203,2,12,9,0,72,0.0,0.0,0.0,0.0,1.0,255,254,1.0,0.0,0.0,0.0,0.0,20,4
36204,1,24,9,1,4,0.0,0.0,0.0,0.0,1.0,31,255,1.0,0.0,0.0,0.0,0.0,21,4
36205,1,24,9,1,27,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36206,2,12,9,0,190,0.0,0.0,0.0,0.0,1.0,255,253,0.99,0.0,0.0,0.0,0.0,18,4
36207,2,12,9,0,134,0.0,0.0,0.0,0.0,1.0,255,254,1.0,0.0,0.0,0.0,0.0,18,4
36208,1,24,9,1,6,0.0,0.0,0.0,0.0,1.0,6,255,1.0,0.0,0.0,0.0,0.0,21,4
36209,1,24,9,1,6,0.0,0.0,0.0,0.0,1.0,108,255,1.0,0.0,0.0,0.0,0.0,21,4
36210,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,194,194,1.0,0.0,0.0,0.0,0.0,21,4
36211,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,255,145,0.57,0.0,0.0,0.0,0.0,21,4
36212,1,24,9,1,11,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36213,1,24,9,1,7,0.0,0.0,0.0,0.22,1.0,255,251,0.98,0.0,0.0,0.0,0.0,21,4
36214,1,20,9,1,4,0.0,0.0,0.0,0.0,1.0,199,88,0.39,0.0,0.0,0.0,0.0,21,4
36215,1,24,9,1,10,0.0,0.0,0.0,0.0,1.0,10,255,1.0,0.0,0.01,0.0,0.0,21,4
36216,1,24,9,1,2,0.0,0.06,0.0,0.0,1.0,99,102,1.0,0.0,0.0,0.0,0.0,21,4
36217,1,24,9,1,5,0.0,0.0,0.0,0.0,1.0,27,255,1.0,0.0,0.0,0.0,0.0,21,4
36218,2,12,9,0,70,0.0,0.0,0.0,0.0,1.0,255,174,0.68,0.0,0.0,0.0,0.0,20,4
36219,1,20,9,1,2,0.0,0.0,0.0,0.0,1.0,6,34,0.33,0.0,0.0,0.0,0.0,20,4
36220,1,24,9,1,12,0.0,0.0,0.0,0.0,1.0,12,255,1.0,0.0,0.0,0.0,0.0,21,4
36221,1,24,9,1,6,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36222,1,24,9,1,7,0.0,0.0,0.0,0.0,1.0,16,255,1.0,0.0,0.0,0.0,0.0,21,4
36223,1,20,9,1,1,0.0,0.0,0.0,0.0,1.0,255,59,0.23,0.66,0.75,0.0,0.0,14,4
36224,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,72,137,0.64,0.0,0.01,0.03,0.04,21,4
36225,1,24,9,1,10,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36226,2,12,9,0,7,0.0,0.0,0.0,0.0,0.14,243,180,0.74,0.0,0.0,0.0,0.0,18,4
36227,1,24,9,1,23,0.0,0.0,0.0,0.0,1.0,29,255,1.0,0.0,0.0,0.0,0.0,21,4
36228,2,49,9,0,6,0.0,0.0,0.0,0.0,0.17,255,226,0.89,0.0,0.0,0.0,0.0,18,4
36229,1,24,9,1,6,0.0,0.0,0.0,0.0,1.0,49,48,0.98,0.0,0.0,0.0,0.0,21,4
36230,1,24,9,1,44,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36231,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,74,255,1.0,0.0,0.0,0.0,0.0,21,4
36232,2,44,9,0,2,0.0,0.0,0.0,0.0,0.5,255,1,0.0,0.0,0.0,0.0,0.0,21,4
36233,1,24,9,1,17,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36234,1,24,9,1,7,0.0,0.0,0.0,0.0,1.0,7,255,1.0,0.0,0.0,0.0,0.01,21,4
36235,1,24,9,1,19,0.0,0.0,0.0,0.0,1.0,19,255,1.0,0.0,0.0,0.0,0.01,21,4
36236,1,24,9,1,15,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36237,1,24,9,1,4,0.0,0.0,0.0,0.0,1.0,63,255,1.0,0.0,0.0,0.0,0.0,21,4
36238,1,24,9,1,21,0.0,0.0,0.0,0.0,1.0,34,255,1.0,0.0,0.0,0.0,0.0,21,4
36239,1,60,9,1,1,0.0,0.0,0.0,0.0,1.0,26,5,0.19,0.08,0.2,0.0,0.0,19,4
36240,1,24,9,1,3,0.0,0.0,0.0,0.0,1.0,3,255,1.0,0.0,0.0,0.0,0.0,21,4
36241,1,24,9,1,9,0.0,0.0,0.0,0.0,1.0,10,255,1.0,0.0,0.0,0.0,0.0,21,4
36242,1,20,9,1,1,0.0,0.0,0.0,0.0,1.0,35,84,0.89,0.0,0.0,0.0,0.0,20,4
36243,1,24,9,1,6,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36244,1,20,9,1,1,0.0,0.0,0.0,0.0,1.0,100,109,0.61,0.02,0.0,0.0,0.0,20,4
36245,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,146,155,0.63,0.0,0.0,0.0,0.0,21,4
36246,2,12,9,0,1,0.0,0.0,0.0,0.0,1.0,228,225,0.99,0.0,0.0,0.0,0.0,21,4
36247,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,255,23,0.09,0.71,0.0,0.0,0.0,18,4
36248,1,24,9,1,6,0.0,0.0,0.0,0.0,1.0,9,125,1.0,0.0,0.0,0.0,0.03,21,4
36249,1,24,9,1,2,0.0,0.0,0.0,0.0,1.0,4,255,1.0,0.0,0.0,0.0,0.0,21,4
36250,2,12,9,0,2,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36251,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,76,117,0.49,0.0,0.0,0.0,0.0,21,4
36252,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,1,255,1.0,0.0,0.0,0.0,0.0,21,4
36253,2,44,9,0,4,0.25,0.0,0.0,0.0,0.5,255,2,0.01,0.0,0.0,0.0,0.0,19,4
36254,2,49,9,0,1,0.0,0.0,0.0,0.0,1.0,67,56,0.84,0.0,0.0,0.0,0.0,21,4
36255,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,7,168,0.86,0.0,0.0,0.0,0.0,21,4
36256,2,12,9,0,207,0.0,0.0,0.0,0.0,1.0,255,254,1.0,0.0,0.0,0.0,0.0,18,4
36257,1,24,9,1,7,0.0,0.0,0.0,0.0,1.0,88,255,1.0,0.0,0.0,0.0,0.0,21,4
36258,1,24,9,1,8,0.0,0.0,0.0,0.0,1.0,111,255,1.0,0.0,0.0,0.0,0.0,21,4
36259,1,24,9,1,4,0.25,0.25,0.0,0.0,1.0,255,255,1.0,0.01,0.01,0.0,0.0,18,4
36260,2,12,9,0,297,0.0,0.0,0.0,0.0,1.0,255,254,1.0,0.0,0.0,0.0,0.0,18,4
36261,1,24,9,1,7,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36262,1,18,9,0,1,0.0,0.0,0.0,0.0,1.0,18,2,0.11,0.0,0.0,0.0,0.0,21,4
36263,2,12,9,0,65,0.0,0.0,0.0,0.0,1.0,123,200,0.88,0.0,0.0,0.09,0.0,18,4
36264,2,44,9,0,1,0.0,0.0,0.0,0.0,1.0,255,3,0.01,0.0,0.0,0.0,0.0,21,4
36265,1,24,9,1,7,0.0,0.0,0.0,0.0,1.0,150,186,1.0,0.0,0.01,0.0,0.0,21,4
36266,1,24,9,1,8,0.0,0.0,0.0,0.0,1.0,83,83,1.0,0.0,0.0,0.0,0.0,21,4
36267,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,255,132,0.52,0.0,0.0,0.0,0.0,21,4
36268,2,12,9,0,4,0.0,0.0,0.0,0.0,1.0,43,31,0.72,0.0,0.0,0.0,0.0,20,4
36269,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,33,180,1.0,0.0,0.0,0.0,0.0,21,4
36270,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,212,174,0.73,0.0,0.01,0.03,0.03,21,4
36271,1,24,1,0,1,0.0,0.0,1.0,1.0,1.0,66,255,1.0,0.0,0.0,1.0,1.0,21,4
36272,1,24,9,1,7,0.0,0.0,0.0,0.0,1.0,20,115,1.0,0.0,0.0,0.0,0.0,21,4
36273,2,12,9,0,173,0.0,0.0,0.0,0.0,0.99,255,254,1.0,0.0,0.0,0.0,0.0,18,4
36274,1,20,9,1,2,0.0,0.0,0.0,0.0,1.0,255,7,0.03,0.85,0.0,0.01,0.0,18,4
36275,1,24,9,1,3,0.0,0.0,0.0,0.0,1.0,85,255,1.0,0.0,0.0,0.0,0.0,21,4
36276,1,24,9,1,5,0.0,0.0,0.0,0.0,1.0,5,255,1.0,0.0,0.0,0.0,0.0,21,4
36277,1,54,9,1,1,0.0,0.0,0.0,0.0,1.0,255,12,0.05,0.95,0.0,0.0,0.0,18,4
36278,1,24,9,1,12,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36279,2,12,9,0,3,0.33,0.0,0.0,0.0,0.33,118,32,0.05,0.01,0.0,0.0,0.0,19,4
36280,1,24,9,1,36,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36281,1,24,9,1,16,0.0,0.0,0.0,0.0,1.0,106,255,1.0,0.0,0.0,0.0,0.0,21,4
36282,1,24,9,1,15,0.0,0.0,0.0,0.0,1.0,15,255,1.0,0.0,0.0,0.0,0.0,21,4
36283,2,12,9,0,105,0.0,0.0,0.0,0.0,1.0,255,245,0.96,0.0,0.0,0.0,0.0,20,4
36284,2,12,9,0,108,0.0,0.0,0.0,0.0,1.0,255,252,0.99,0.0,0.0,0.0,0.0,20,4
36285,2,43,9,0,1,0.0,0.0,0.0,0.0,1.0,8,36,1.0,0.0,0.0,0.0,0.0,21,4
36286,1,20,9,1,1,0.0,0.0,0.0,0.0,1.0,149,74,0.23,0.0,0.0,0.0,0.0,20,4
36287,1,24,9,1,4,0.0,0.0,0.0,0.0,1.0,22,32,1.0,0.0,0.0,0.0,0.0,21,4
36288,1,24,1,0,1,0.0,0.0,1.0,1.0,1.0,78,78,1.0,0.0,0.0,1.0,1.0,21,4
36289,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,30,255,1.0,0.0,0.0,0.0,0.0,21,4
36290,1,20,9,1,2,0.0,0.0,0.0,0.0,1.0,156,48,0.27,0.0,0.0,0.0,0.0,20,4
36291,0,65,9,0,20,0.0,0.0,0.0,0.0,0.2,255,23,0.09,0.0,0.0,0.0,0.0,18,4
36292,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,61,255,1.0,0.0,0.0,0.0,0.0,20,4
36293,2,12,9,0,2,0.0,0.0,0.0,0.0,1.0,255,227,0.89,0.0,0.0,0.0,0.0,21,4
36294,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36295,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,21,4
36296,1,24,9,1,14,0.0,0.0,0.0,0.0,1.0,71,255,1.0,0.0,0.0,0.0,0.0,21,4
36297,2,12,9,0,320,0.0,0.0,0.0,0.0,1.0,255,251,0.98,0.0,0.0,0.0,0.0,18,4
36298,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,4,255,1.0,0.0,0.01,0.0,0.0,21,4
36299,1,20,9,0,2,0.0,0.0,0.0,0.0,1.0,15,6,0.4,0.0,0.0,0.0,0.0,20,4
36300,1,24,9,1,14,0.07,0.07,0.0,0.0,1.0,69,255,1.0,0.01,0.0,0.0,0.0,21,4
36301,1,24,9,1,4,0.25,0.25,0.0,0.0,1.0,84,255,1.0,0.01,0.01,0.0,0.0,20,4
36302,2,12,9,0,1,0.0,0.0,0.0,0.0,1.0,33,21,0.64,0.0,0.0,0.0,0.0,20,4
36303,1,24,9,1,9,0.0,0.0,0.0,0.0,1.0,32,255,1.0,0.0,0.0,0.72,0.76,21,4
36304,1,24,9,1,6,0.0,0.0,0.0,0.0,1.0,6,255,1.0,0.0,0.0,0.0,0.0,21,4
36305,1,24,9,1,11,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
36306,2,12,9,0,205,0.0,0.0,0.0,0.0,1.0,255,217,0.85,0.0,0.0,0.0,0.0,18,4
36307,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,21,4
